LearningStyle_Cluster,Performance_Cluster,Affective_Cluster,Age,AssignmentCompletion,Attendance,Discussions,EduTech,ExamScore,Extracurricular,FinalGrade,Gender,Internet,LearningPerformance_Cluster,LearningStyle,Motivation,OnlineCourses,Resources,StressLevel,StudyHours
1,2,0,23,79,84,0,1,56,1,2,0,1,2,0,0,11,2,2,21
2,2,0,23,79,84,0,1,56,1,2,0,1,2,0,0,11,0,2,21
0,3,1,21,83,94,1,1,93,1,0,1,1,3,0,1,0,2,2,18
3,0,1,29,55,94,1,1,51,1,3,1,1,0,1,1,17,2,2,18
0,3,1,21,83,94,1,1,93,1,0,1,1,3,0,2,0,1,2,18
3,0,1,29,55,94,1,1,51,1,3,1,1,0,1,2,17,1,2,18
0,3,1,21,83,94,1,1,93,1,0,1,1,3,0,0,0,2,2,18
3,0,1,29,55,94,1,1,51,1,3,1,1,0,1,0,17,2,2,18
0,3,1,21,83,94,1,1,93,1,0,1,1,3,0,1,0,1,2,18
3,0,1,29,55,94,1,1,51,1,3,1,1,0,1,1,17,1,2,18
0,3,1,21,83,94,1,1,93,0,0,1,1,3,0,0,0,1,2,18
3,0,1,29,55,94,1,1,51,0,3,1,1,0,1,0,17,1,2,18
0,3,1,21,83,94,1,1,93,1,0,1,0,3,0,0,0,1,2,18
3,0,1,29,55,94,1,1,51,1,3,1,0,0,1,0,17,1,2,18
0,3,1,21,83,94,1,1,93,1,0,1,1,3,0,1,0,1,2,18
3,0,1,29,55,94,1,1,51,1,3,1,1,0,1,1,17,1,2,18
3,3,1,25,77,98,0,1,81,1,1,1,1,3,0,0,11,1,0,11
0,2,1,25,94,98,1,1,52,1,3,1,1,2,2,0,7,1,2,11
3,1,1,26,58,98,0,0,87,1,0,1,1,1,0,0,12,1,2,11
1,3,1,25,77,98,0,1,81,1,1,1,1,3,0,2,11,2,0,11
0,2,1,25,94,98,1,1,52,1,3,1,1,2,2,2,7,2,2,11
1,1,1,26,58,98,0,0,87,1,0,1,1,1,0,2,12,2,2,11
0,3,2,28,94,70,1,1,84,1,1,1,1,3,2,1,7,1,0,16
3,3,0,22,89,70,0,1,83,1,1,1,1,3,0,1,20,1,2,16
3,1,0,19,53,70,1,1,86,1,0,1,1,1,2,1,20,1,2,16
0,3,0,28,94,70,1,1,84,1,1,1,1,3,2,2,7,2,0,16
2,3,0,22,89,70,0,1,83,1,1,1,1,3,0,2,20,2,2,16
3,1,0,19,53,70,1,1,86,1,0,1,1,1,2,2,20,2,2,16
0,3,0,28,94,70,1,1,84,1,1,1,1,3,2,2,7,2,0,16
2,3,0,22,89,70,0,1,83,1,1,1,1,3,0,2,20,2,2,16
3,1,0,19,53,70,1,1,86,1,0,1,1,1,2,2,20,2,2,16
3,2,2,24,84,78,1,0,59,1,2,0,1,2,1,1,14,1,0,17
0,3,1,26,90,78,0,1,85,1,0,0,1,3,3,1,9,1,2,17
3,1,1,29,58,78,1,0,85,1,0,0,1,1,1,1,20,1,2,17
2,2,2,24,84,78,1,0,59,0,2,0,1,2,1,1,14,2,0,17
1,3,1,26,90,78,0,1,85,0,0,0,1,3,3,1,9,2,2,17
2,1,1,29,58,78,1,0,85,0,0,0,1,1,1,1,20,2,2,17
2,2,2,24,84,78,1,0,59,0,2,0,1,2,1,1,14,2,0,17
1,3,1,26,90,78,0,1,85,0,0,0,1,3,3,1,9,2,2,17
2,1,1,29,58,78,1,0,85,0,0,0,1,1,1,1,20,2,2,17
3,2,2,24,84,78,1,0,59,0,2,0,0,2,1,1,14,1,0,17
1,3,1,26,90,78,0,1,85,0,0,0,0,3,3,1,9,1,2,17
3,1,1,29,58,78,1,0,85,0,0,0,0,1,1,1,20,1,2,17
3,2,0,24,84,78,1,0,59,1,2,0,1,2,1,0,14,1,0,17
0,3,0,26,90,78,0,1,85,1,0,0,1,3,3,0,9,1,2,17
3,1,0,29,58,78,1,0,85,1,0,0,1,1,1,0,20,1,2,17
2,1,0,28,69,61,0,1,99,1,0,0,1,1,2,1,20,0,2,26
3,1,0,28,69,61,0,1,99,1,0,0,1,1,2,2,20,1,2,26
3,1,0,28,69,61,0,1,99,1,0,0,0,1,2,1,20,2,2,26
0,0,1,23,60,86,0,1,47,1,3,1,1,0,0,0,9,1,2,22
0,0,1,24,73,86,1,1,55,1,2,1,1,0,3,0,6,1,2,22
0,3,1,19,100,86,0,1,87,1,0,1,1,3,1,0,8,1,0,22
0,3,1,24,86,86,1,1,96,1,0,1,1,3,3,0,7,1,2,22
2,0,1,23,60,86,0,1,47,0,3,1,1,0,0,1,9,0,2,22
1,0,1,24,73,86,1,1,55,0,2,1,1,0,3,1,6,0,2,22
1,3,1,19,100,86,0,1,87,0,0,1,1,3,1,1,8,0,0,22
1,3,1,24,86,86,1,1,96,0,0,1,1,3,3,1,7,0,2,22
0,0,1,23,60,86,0,1,47,1,3,1,1,0,0,2,9,1,2,22
0,0,1,24,73,86,1,1,55,1,2,1,1,0,3,2,6,1,2,22
0,3,1,19,100,86,0,1,87,1,0,1,1,3,1,2,8,1,0,22
0,3,1,24,86,86,1,1,96,1,0,1,1,3,3,2,7,1,2,22
0,0,1,23,60,86,0,1,47,1,3,1,1,0,0,1,9,1,2,22
0,0,1,24,73,86,1,1,55,1,2,1,1,0,3,1,6,1,2,22
0,3,1,19,100,86,0,1,87,1,0,1,1,3,1,1,8,1,0,22
0,3,1,24,86,86,1,1,96,1,0,1,1,3,3,1,7,1,2,22
1,0,1,23,60,86,0,1,47,0,3,1,1,0,0,0,9,1,2,22
0,0,1,24,73,86,1,1,55,0,2,1,1,0,3,0,6,1,2,22
1,3,1,19,100,86,0,1,87,0,0,1,1,3,1,0,8,1,0,22
0,3,1,24,86,86,1,1,96,0,0,1,1,3,3,0,7,1,2,22
0,0,1,23,60,86,0,1,47,1,3,1,1,0,0,1,9,1,2,22
0,0,1,24,73,86,1,1,55,1,2,1,1,0,3,1,6,1,2,22
0,3,1,19,100,86,0,1,87,1,0,1,1,3,1,1,8,1,0,22
0,3,1,24,86,86,1,1,96,1,0,1,1,3,3,1,7,1,2,22
1,0,1,23,60,86,0,1,47,0,3,1,1,0,0,2,9,1,2,22
0,0,1,24,73,86,1,1,55,0,2,1,1,0,3,2,6,1,2,22
1,3,1,19,100,86,0,1,87,0,0,1,1,3,1,2,8,1,0,22
0,3,1,24,86,86,1,1,96,0,0,1,1,3,3,2,7,1,2,22
0,0,1,23,60,86,0,1,47,1,3,1,1,0,0,1,9,1,2,22
0,0,1,24,73,86,1,1,55,1,2,1,1,0,3,1,6,1,2,22
0,3,1,19,100,86,0,1,87,1,0,1,1,3,1,1,8,1,0,22
0,3,1,24,86,86,1,1,96,1,0,1,1,3,3,1,7,1,2,22
0,1,2,24,63,77,1,1,76,0,1,1,1,1,3,1,4,1,0,9
0,0,2,18,61,77,1,1,65,0,2,1,1,0,2,1,3,1,0,9
2,0,1,28,51,77,0,1,66,0,2,1,1,0,1,1,16,1,2,9
0,1,0,24,63,77,1,1,76,0,1,1,1,1,3,0,4,1,0,9
0,0,0,18,61,77,1,1,65,0,2,1,1,0,2,0,3,1,0,9
2,0,0,28,51,77,0,1,66,0,2,1,1,0,1,0,16,1,2,9
0,1,2,24,63,77,1,1,76,1,1,1,1,1,3,1,4,2,0,9
0,0,2,18,61,77,1,1,65,1,2,1,1,0,2,1,3,2,0,9
2,0,1,28,51,77,0,1,66,1,2,1,1,0,1,1,16,2,2,9
0,1,2,24,63,77,1,1,76,0,1,1,1,1,3,1,4,0,0,9
0,0,2,18,61,77,1,1,65,0,2,1,1,0,2,1,3,0,0,9
2,0,1,28,51,77,0,1,66,0,2,1,1,0,1,1,16,0,2,9
3,0,0,20,71,71,0,1,52,1,3,1,1,0,0,0,18,1,2,22
2,0,0,20,71,71,0,1,52,0,3,1,1,0,0,2,18,1,2,22
2,0,0,20,71,71,0,1,52,0,3,1,1,0,0,0,18,1,2,22
3,0,0,20,71,71,0,1,52,1,3,1,1,0,0,1,18,1,2,22
2,0,0,20,71,71,0,1,52,1,3,1,1,0,0,1,18,2,2,22
2,0,0,20,71,71,0,1,52,1,3,1,1,0,0,1,18,0,2,22
3,0,0,20,71,71,0,1,52,1,3,1,1,0,0,0,18,1,2,22
2,3,0,26,93,68,0,0,92,0,0,1,1,3,0,1,20,1,2,18
2,1,2,18,55,68,0,0,98,0,0,1,1,1,3,1,20,1,0,18
2,3,0,26,93,68,0,0,92,0,0,1,1,3,0,0,20,2,2,18
2,1,0,18,55,68,0,0,98,0,0,1,1,1,3,0,20,2,0,18
2,3,0,26,93,68,0,0,92,1,0,1,1,3,0,0,20,2,2,18
2,1,0,18,55,68,0,0,98,1,0,1,1,1,3,0,20,2,0,18
2,3,0,26,93,68,0,0,92,1,0,1,1,3,0,2,20,2,2,18
2,1,0,18,55,68,0,0,98,1,0,1,1,1,3,2,20,2,0,18
3,3,0,26,93,68,0,0,92,1,0,1,1,3,0,2,20,1,2,18
3,1,0,18,55,68,0,0,98,1,0,1,1,1,3,2,20,1,0,18
2,3,0,26,93,68,0,0,92,1,0,1,1,3,0,2,20,2,2,18
2,1,0,18,55,68,0,0,98,1,0,1,1,1,3,2,20,2,0,18
2,3,0,26,93,68,0,0,92,1,0,1,1,3,0,1,20,0,2,18
2,1,2,18,55,68,0,0,98,1,0,1,1,1,3,1,20,0,0,18
2,3,0,26,93,68,0,0,92,0,0,1,1,3,0,1,20,2,2,18
2,1,2,18,55,68,0,0,98,0,0,1,1,1,3,1,20,2,0,18
2,3,0,26,93,68,0,0,92,1,0,1,1,3,0,2,20,2,2,18
2,1,0,18,55,68,0,0,98,1,0,1,1,1,3,2,20,2,0,18
3,3,2,26,92,86,1,1,94,1,0,1,1,3,1,1,10,1,1,16
3,3,2,18,100,86,1,1,98,1,0,1,1,3,2,1,15,1,1,16
3,1,1,29,60,86,0,1,92,1,0,1,1,1,1,1,15,1,2,16
1,3,2,26,92,86,1,1,94,0,0,1,1,3,1,1,10,2,1,16
2,3,2,18,100,86,1,1,98,0,0,1,1,3,2,1,15,2,1,16
2,1,1,29,60,86,0,1,92,0,0,1,1,1,1,1,15,2,2,16
3,3,2,26,92,86,1,1,94,1,0,1,1,3,1,0,10,1,1,16
3,3,2,18,100,86,1,1,98,1,0,1,1,3,2,0,15,1,1,16
3,1,1,29,60,86,0,1,92,1,0,1,1,1,1,0,15,1,2,16
3,3,2,26,92,86,1,1,94,1,0,1,1,3,1,2,10,1,1,16
3,3,2,18,100,86,1,1,98,1,0,1,1,3,2,2,15,1,1,16
3,1,1,29,60,86,0,1,92,1,0,1,1,1,1,2,15,1,2,16
3,3,2,26,92,86,1,1,94,0,0,1,1,3,1,2,10,1,1,16
3,3,2,18,100,86,1,1,98,0,0,1,1,3,2,2,15,1,1,16
2,1,1,29,60,86,0,1,92,0,0,1,1,1,1,2,15,1,2,16
2,3,2,26,92,86,1,1,94,0,0,1,1,3,1,0,10,0,1,16
2,3,2,18,100,86,1,1,98,0,0,1,1,3,2,0,15,0,1,16
2,1,1,29,60,86,0,1,92,0,0,1,1,1,1,0,15,0,2,16
2,2,2,22,99,77,1,0,66,0,2,0,1,2,0,1,13,0,0,24
2,2,1,19,82,77,0,1,51,0,3,0,1,2,1,1,13,0,2,24
2,2,2,26,76,77,0,1,62,0,2,0,1,2,3,1,16,0,0,24
2,0,2,19,71,77,1,0,62,0,2,0,1,0,2,1,10,0,1,24
3,2,2,22,99,77,1,0,66,0,2,0,1,2,0,2,13,2,0,24
2,2,0,19,82,77,0,1,51,0,3,0,1,2,1,2,13,2,2,24
2,2,2,26,76,77,0,1,62,0,2,0,1,2,3,2,16,2,0,24
1,0,2,19,71,77,1,0,62,0,2,0,1,0,2,2,10,2,1,24
3,2,2,22,99,77,1,0,66,0,2,0,1,2,0,2,13,1,0,24
2,2,0,19,82,77,0,1,51,0,3,0,1,2,1,2,13,1,2,24
2,2,2,26,76,77,0,1,62,0,2,0,1,2,3,2,16,1,0,24
3,0,2,19,71,77,1,0,62,0,2,0,1,0,2,2,10,1,1,24
0,3,0,26,91,67,1,0,82,1,1,0,1,3,1,0,0,2,0,26
3,0,0,18,75,67,0,1,43,1,3,0,1,0,0,0,15,2,1,26
0,2,0,19,100,67,1,1,63,1,2,0,1,2,0,0,0,2,2,26
1,3,2,26,91,67,1,0,82,0,1,0,1,3,1,1,0,2,0,26
2,0,2,18,75,67,0,1,43,0,3,0,1,0,0,1,15,2,1,26
1,2,0,19,100,67,1,1,63,0,2,0,1,2,0,1,0,2,2,26
0,3,2,26,91,67,1,0,82,1,1,0,1,3,1,1,0,1,0,26
3,0,2,18,75,67,0,1,43,1,3,0,1,0,0,1,15,1,1,26
0,2,0,19,100,67,1,1,63,1,2,0,1,2,0,1,0,1,2,26
0,3,2,26,91,67,1,0,82,0,1,0,1,3,1,1,0,1,0,26
2,0,2,18,75,67,0,1,43,0,3,0,1,0,0,1,15,1,1,26
0,2,0,19,100,67,1,1,63,0,2,0,1,2,0,1,0,1,2,26
0,3,2,26,91,67,1,0,82,1,1,0,1,3,1,1,0,0,0,26
2,0,2,18,75,67,0,1,43,1,3,0,1,0,0,1,15,0,1,26
0,2,0,19,100,67,1,1,63,1,2,0,1,2,0,1,0,0,2,26
0,2,2,28,98,88,1,1,62,1,2,1,1,2,3,1,4,2,1,26
1,0,1,19,55,88,0,1,50,1,3,1,1,0,1,1,9,2,2,26
0,0,1,28,54,88,1,1,54,1,3,1,1,0,2,1,4,2,2,26
0,2,2,28,98,88,1,1,62,0,2,1,1,2,3,0,4,0,1,26
2,0,1,19,55,88,0,1,50,0,3,1,1,0,1,0,9,0,2,26
0,0,1,28,54,88,1,1,54,0,3,1,1,0,2,0,4,0,2,26
1,2,2,28,98,88,1,1,62,0,2,1,1,2,3,1,4,2,1,26
1,0,1,19,55,88,0,1,50,0,3,1,1,0,1,1,9,2,2,26
1,0,1,28,54,88,1,1,54,0,3,1,1,0,2,1,4,2,2,26
0,2,2,28,98,88,1,1,62,1,2,1,1,2,3,1,4,1,1,26
0,0,1,19,55,88,0,1,50,1,3,1,1,0,1,1,9,1,2,26
0,0,1,28,54,88,1,1,54,1,3,1,1,0,2,1,4,1,2,26
1,1,2,20,50,83,0,1,93,0,0,0,0,1,1,0,5,2,1,15
1,0,2,22,69,83,1,1,64,0,2,0,0,0,2,0,9,2,1,15
0,1,2,20,50,83,0,1,93,1,0,0,1,1,1,1,5,0,1,15
0,0,2,22,69,83,1,1,64,1,2,0,1,0,2,1,9,0,1,15
1,1,2,20,50,83,0,1,93,0,0,0,1,1,1,1,5,1,1,15
0,0,2,22,69,83,1,1,64,0,2,0,1,0,2,1,9,1,1,15
1,1,2,20,50,83,0,1,93,1,0,0,1,1,1,1,5,2,1,15
0,0,2,22,69,83,1,1,64,1,2,0,1,0,2,1,9,2,1,15
1,1,2,20,50,83,0,1,93,0,0,0,1,1,1,0,5,2,1,15
1,0,2,22,69,83,1,1,64,0,2,0,1,0,2,0,9,2,1,15
0,1,2,20,50,83,0,1,93,1,0,0,1,1,1,0,5,0,1,15
0,0,2,22,69,83,1,1,64,1,2,0,1,0,2,0,9,0,1,15
2,2,0,24,79,65,1,1,42,0,3,0,1,2,0,1,11,0,2,22
3,2,0,24,79,65,1,1,42,1,3,0,1,2,0,1,11,2,2,22
3,2,0,24,79,65,1,1,42,1,3,0,1,2,0,0,11,1,2,22
3,2,0,24,79,65,1,1,42,0,3,0,1,2,0,0,11,1,2,22
3,2,0,24,79,65,1,1,42,1,3,0,1,2,0,2,11,1,2,22
2,2,0,24,79,65,1,1,42,0,3,0,1,2,0,1,11,0,2,22
3,2,0,24,79,65,1,1,42,0,3,0,1,2,0,2,11,1,2,22
0,2,1,21,95,91,1,0,69,1,2,1,1,2,0,1,5,0,1,26
2,1,1,23,54,91,0,0,88,1,0,1,1,1,3,1,18,0,2,26
3,3,1,22,80,91,1,1,89,1,0,1,1,3,3,1,17,0,2,26
0,2,1,21,95,91,1,0,69,1,2,1,1,2,0,0,5,1,1,26
3,1,1,23,54,91,0,0,88,1,0,1,1,1,3,0,18,1,2,26
3,3,1,22,80,91,1,1,89,1,0,1,1,3,3,0,17,1,2,26
0,2,1,21,95,91,1,0,69,1,2,1,1,2,0,0,5,1,1,26
3,1,1,23,54,91,0,0,88,1,0,1,1,1,3,0,18,1,2,26
3,3,1,22,80,91,1,1,89,1,0,1,1,3,3,0,17,1,2,26
0,2,1,21,95,91,1,0,69,0,2,1,1,2,0,0,5,1,1,26
2,1,1,23,54,91,0,0,88,0,0,1,1,1,3,0,18,1,2,26
3,3,1,22,80,91,1,1,89,0,0,1,1,3,3,0,17,1,2,26
1,0,1,26,66,87,0,1,45,0,3,0,1,0,0,1,3,1,0,17
2,3,1,24,86,87,0,1,90,0,0,0,1,3,2,1,18,1,0,17
0,0,1,26,66,87,0,1,45,1,3,0,1,0,0,1,3,1,0,17
3,3,1,24,86,87,0,1,90,1,0,0,1,3,2,1,18,1,0,17
0,0,1,26,66,87,0,1,45,1,3,0,1,0,0,2,3,1,0,17
3,3,1,24,86,87,0,1,90,1,0,0,1,3,2,2,18,1,0,17
1,0,1,26,66,87,0,1,45,1,3,0,1,0,0,1,3,2,0,17
2,3,1,24,86,87,0,1,90,1,0,0,1,3,2,1,18,2,0,17
1,0,1,26,66,87,0,1,45,1,3,0,1,0,0,0,3,2,0,17
2,3,1,24,86,87,0,1,90,1,0,0,1,3,2,0,18,2,0,17
0,0,1,26,66,87,0,1,45,1,3,0,1,0,0,1,3,0,0,17
2,3,1,24,86,87,0,1,90,1,0,0,1,3,2,1,18,0,0,17
0,0,1,26,66,87,0,1,45,1,3,0,1,0,0,0,3,1,0,17
3,3,1,24,86,87,0,1,90,1,0,0,1,3,2,0,18,1,0,17
0,0,1,26,66,87,0,1,45,1,3,0,1,0,0,1,3,1,0,17
3,3,1,24,86,87,0,1,90,1,0,0,1,3,2,1,18,1,0,17
3,0,0,21,60,65,1,1,46,1,3,1,1,0,0,0,16,1,2,19
3,0,0,21,60,65,1,1,46,1,3,1,1,0,0,1,16,2,2,19
3,0,0,21,60,65,1,1,46,1,3,1,1,0,0,1,16,0,2,19
3,0,0,21,60,65,1,1,46,1,3,1,1,0,0,0,16,2,2,19
3,0,0,21,60,65,1,1,46,0,3,1,1,0,0,0,16,1,2,19
3,0,0,21,60,65,1,1,46,0,3,1,1,0,0,1,16,1,2,19
3,0,0,21,60,65,1,1,46,1,3,1,1,0,0,0,16,1,2,19
2,0,0,21,60,65,1,1,46,0,3,1,1,0,0,1,16,0,2,19
3,0,0,21,60,65,1,1,46,1,3,1,1,0,0,1,16,1,2,19
3,3,1,29,84,88,1,1,88,1,0,1,1,3,1,2,14,2,0,13
0,2,1,24,79,88,1,0,47,1,3,1,1,2,1,2,6,2,2,13
3,3,1,29,84,88,1,1,88,1,0,1,1,3,1,1,14,1,0,13
0,2,1,24,79,88,1,0,47,1,3,1,1,2,1,1,6,1,2,13
0,2,0,24,96,78,1,0,50,1,3,1,1,2,3,2,2,2,2,13
2,0,0,25,62,78,0,0,42,1,3,1,1,0,3,2,16,2,2,13
0,0,0,21,63,78,1,0,54,1,3,1,1,0,3,2,0,2,2,13
3,2,2,18,100,78,1,1,71,1,1,1,1,2,1,2,17,2,1,13
0,2,0,24,96,78,1,0,50,1,3,1,1,2,3,2,2,2,2,13
2,0,0,25,62,78,0,0,42,1,3,1,1,0,3,2,16,2,2,13
0,0,0,21,63,78,1,0,54,1,3,1,1,0,3,2,0,2,2,13
3,2,2,18,100,78,1,1,71,1,1,1,1,2,1,2,17,2,1,13
0,2,1,24,96,78,1,0,50,1,3,1,1,2,3,1,2,1,2,13
3,0,1,25,62,78,0,0,42,1,3,1,1,0,3,1,16,1,2,13
0,0,1,21,63,78,1,0,54,1,3,1,1,0,3,1,0,1,2,13
3,2,2,18,100,78,1,1,71,1,1,1,1,2,1,1,17,1,1,13
0,2,0,24,96,78,1,0,50,1,3,1,1,2,3,0,2,0,2,13
2,0,0,25,62,78,0,0,42,1,3,1,1,0,3,0,16,0,2,13
0,0,0,21,63,78,1,0,54,1,3,1,1,0,3,0,0,0,2,13
3,2,2,18,100,78,1,1,71,1,1,1,1,2,1,0,17,0,1,13
1,3,0,27,79,66,0,1,97,1,0,1,1,3,3,1,7,2,2,28
3,1,2,20,63,66,1,1,91,1,0,1,1,1,3,1,14,2,1,28
1,2,2,22,85,66,0,1,41,1,3,1,1,2,2,1,5,2,1,28
0,3,0,27,79,66,0,1,97,1,0,1,1,3,3,1,7,1,2,28
3,1,2,20,63,66,1,1,91,1,0,1,1,1,3,1,14,1,1,28
0,2,2,22,85,66,0,1,41,1,3,1,1,2,2,1,5,1,1,28
1,3,0,27,79,66,0,1,97,0,0,1,1,3,3,0,7,1,2,28
3,1,0,20,63,66,1,1,91,0,0,1,1,1,3,0,14,1,1,28
1,2,0,22,85,66,0,1,41,0,3,1,1,2,2,0,5,1,1,28
0,2,2,24,89,86,1,0,53,1,3,1,1,2,3,1,8,1,1,20
0,2,2,24,89,86,1,0,53,1,3,1,1,2,3,1,8,0,1,20
0,2,2,24,89,86,1,0,53,1,3,1,1,2,3,2,8,1,1,20
1,2,2,24,89,86,1,0,53,0,3,1,1,2,3,1,8,2,1,20
1,2,2,24,89,86,1,0,53,0,3,1,1,2,3,1,8,2,1,20
0,2,2,24,89,86,1,0,53,0,3,1,1,2,3,0,8,1,1,20
0,2,2,24,89,86,1,0,53,1,3,1,1,2,3,0,8,1,1,20
0,2,2,24,89,86,1,0,53,0,3,1,1,2,3,1,8,1,1,20
3,1,0,28,66,75,1,1,86,1,0,1,1,1,2,2,18,2,2,26
3,1,0,28,66,75,1,1,86,0,0,1,1,1,2,0,18,1,2,26
3,1,2,28,66,75,1,1,86,0,0,1,1,1,2,1,18,1,2,26
3,1,2,28,66,75,1,1,86,1,0,1,1,1,2,1,18,1,2,26
3,1,2,28,66,75,1,1,86,1,0,1,1,1,2,1,18,0,2,26
3,1,2,28,66,75,1,1,86,0,0,1,1,1,2,1,18,2,2,26
3,1,2,28,66,75,1,1,86,1,0,1,1,1,2,1,18,0,2,26
2,1,1,19,52,98,0,0,75,0,1,0,0,1,1,0,20,2,2,22
3,0,1,29,58,98,1,1,66,0,2,0,0,0,0,0,16,2,2,22
2,1,1,19,52,98,0,0,75,1,1,0,0,1,1,1,20,0,2,22
3,0,1,29,58,98,1,1,66,1,2,0,0,0,0,1,16,0,2,22
2,1,1,19,52,98,0,0,75,1,1,0,1,1,1,1,20,0,2,22
3,0,1,29,58,98,1,1,66,1,2,0,1,0,0,1,16,0,2,22
2,1,1,19,52,98,0,0,75,0,1,0,1,1,1,0,20,1,2,22
3,0,1,29,58,98,1,1,66,0,2,0,1,0,0,0,16,1,2,22
3,1,1,19,52,98,0,0,75,1,1,0,1,1,1,1,20,1,2,22
3,0,1,29,58,98,1,1,66,1,2,0,1,0,0,1,16,1,2,22
3,1,1,19,52,98,0,0,75,1,1,0,1,1,1,0,20,1,2,22
3,0,1,29,58,98,1,1,66,1,2,0,1,0,0,0,16,1,2,22
2,1,1,19,52,98,0,0,75,0,1,0,1,1,1,1,20,0,2,22
2,0,1,29,58,98,1,1,66,0,2,0,1,0,0,1,16,0,2,22
2,1,1,19,52,98,0,0,75,0,1,0,1,1,1,2,20,1,2,22
3,0,1,29,58,98,1,1,66,0,2,0,1,0,0,2,16,1,2,22
3,0,2,24,68,73,1,0,69,0,2,1,1,0,1,1,20,1,1,16
3,0,2,24,68,73,1,0,69,1,2,1,1,0,1,1,20,0,1,16
3,0,2,24,68,73,1,0,69,1,2,1,1,0,1,0,20,1,1,16
3,0,2,24,68,73,1,0,69,1,2,1,1,0,1,0,20,1,1,16
3,0,2,24,68,73,1,0,69,1,2,1,1,0,1,1,20,1,1,16
3,0,2,24,68,73,1,0,69,1,2,1,1,0,1,1,20,2,1,16
3,0,2,24,68,73,1,0,69,1,2,1,1,0,1,0,20,2,1,16
0,2,1,28,90,96,1,0,59,1,2,1,1,2,1,1,5,0,0,29
0,1,1,19,72,96,1,0,90,1,0,1,1,1,3,1,1,0,1,29
3,1,1,20,50,96,1,0,84,1,1,1,1,1,2,1,20,0,2,29
0,2,1,28,90,96,1,0,59,1,2,1,1,2,1,0,5,2,0,29
0,1,1,19,72,96,1,0,90,1,0,1,1,1,3,0,1,2,1,29
3,1,1,20,50,96,1,0,84,1,1,1,1,1,2,0,20,2,2,29
1,2,1,28,90,96,1,0,59,0,2,1,0,2,1,2,5,2,0,29
1,1,1,19,72,96,1,0,90,0,0,1,0,1,3,2,1,2,1,29
3,1,1,20,50,96,1,0,84,0,1,1,0,1,2,2,20,2,2,29
0,2,1,28,90,96,1,0,59,0,2,1,1,2,1,0,5,1,0,29
0,1,1,19,72,96,1,0,90,0,0,1,1,1,3,0,1,1,1,29
3,1,1,20,50,96,1,0,84,0,1,1,1,1,2,0,20,1,2,29
3,1,2,25,68,71,0,1,81,1,1,0,1,1,2,1,14,1,0,20
3,1,2,25,68,71,0,1,81,1,1,0,1,1,2,1,14,1,0,20
2,1,0,25,68,71,0,1,81,0,1,0,1,1,2,2,14,1,0,20
3,1,2,25,68,71,0,1,81,1,1,0,0,1,2,1,14,1,0,20
2,1,2,25,68,71,0,1,81,0,1,0,1,1,2,1,14,1,0,20
3,2,1,26,96,92,1,1,60,0,2,0,1,2,2,1,19,1,2,29
0,1,1,24,72,92,1,1,89,0,0,0,1,1,2,1,8,1,1,29
3,2,1,26,96,92,1,1,60,1,2,0,1,2,2,0,19,1,2,29
0,1,1,24,72,92,1,1,89,1,0,0,1,1,2,0,8,1,1,29
3,1,0,23,65,70,1,1,75,0,1,0,1,1,0,1,19,1,2,25
0,1,2,24,75,70,1,0,78,0,1,0,1,1,0,1,7,1,0,25
3,1,0,23,65,70,1,1,75,1,1,0,0,1,0,0,19,1,2,25
0,1,0,24,75,70,1,0,78,1,1,0,0,1,0,0,7,1,0,25
3,1,0,23,65,70,1,1,75,0,1,0,1,1,0,1,19,1,2,25
0,1,2,24,75,70,1,0,78,0,1,0,1,1,0,1,7,1,0,25
3,1,0,23,65,70,1,1,75,0,1,0,1,1,0,0,19,1,2,25
0,1,0,24,75,70,1,0,78,0,1,0,1,1,0,0,7,1,0,25
2,1,0,23,65,70,1,1,75,0,1,0,0,1,0,1,19,0,2,25
1,1,2,24,75,70,1,0,78,0,1,0,0,1,0,1,7,0,0,25
3,0,1,23,73,77,1,0,47,1,3,1,1,0,3,1,20,1,2,21
0,2,1,18,97,77,1,1,50,1,3,1,1,2,0,1,1,1,2,21
3,0,1,23,73,77,1,0,47,1,3,1,1,0,3,1,20,0,2,21
0,2,1,18,97,77,1,1,50,1,3,1,1,2,0,1,1,0,2,21
3,0,0,23,73,77,1,0,47,1,3,1,0,0,3,0,20,2,2,21
0,2,0,18,97,77,1,1,50,1,3,1,0,2,0,0,1,2,2,21
3,0,0,23,73,77,1,0,47,0,3,1,1,0,3,2,20,1,2,21
0,2,0,18,97,77,1,1,50,0,3,1,1,2,0,2,1,1,2,21
3,0,1,23,73,77,1,0,47,1,3,1,1,0,3,1,20,0,2,21
0,2,1,18,97,77,1,1,50,1,3,1,1,2,0,1,1,0,2,21
3,0,0,23,73,77,1,0,47,1,3,1,1,0,3,0,20,0,2,21
0,2,0,18,97,77,1,1,50,1,3,1,1,2,0,0,1,0,2,21
3,0,0,23,73,77,1,0,47,0,3,1,1,0,3,0,20,1,2,21
0,2,0,18,97,77,1,1,50,0,3,1,1,2,0,0,1,1,2,21
3,0,1,23,73,77,1,0,47,1,3,1,1,0,3,1,20,0,2,21
0,2,1,18,97,77,1,1,50,1,3,1,1,2,0,1,1,0,2,21
3,0,1,23,73,77,1,0,47,1,3,1,1,0,3,1,20,1,2,21
